

----------------------------特别土特产----------------------------
特别土特产(2019-07-19 08:37:55):  看看这会行不行
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 11:17:25):  尊敬的客户， 后面有任何问题随时联系我们在线客服~~捷豹路虎祝您心情愉快，开启幸福每一天~~
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 12:14:04):  [图片]
捷豹路虎官方旗舰店:线上购车管家12(2019-07-19 12:14:24):  亲，您的整车订金还未核销，请您尽快去门店核销哦

----------------------------超级霹雳无敌猪头超人----------------------------
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 12:04:04):  您好，打扰您了，很抱歉，由于订单无法直接更改信息，麻烦亲之前的运费订单申请一下退款，用新的地址重新拍哦
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 12:04:06):  https://item.taobao.com/item.htm?id=536612194797&spm=2014.21600715.0.0捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 12:04:16):  亲重新拍下后通知我一下哦，这边给您登记哈
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 12:04:31):  给您带来不便，还请见谅哈~ 
超级霹雳无敌猪头超人(2019-07-19 12:04:33):  

----------------------------raulxujing----------------------------
raulxujing(2019-07-19 11:11:47):  拿到后直接插卡就行了嘛
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:11:47):  亲，您好，我是捷豹路虎官方旗舰店购车管家:15，很荣幸能够为您提供服务。目前我们全新一代路虎揽胜极光首发运动定制版正在预售中，如您有兴趣可以点击了解详情：https://detail.tmall.com/item.htm?spm=a1z10.1-b.w5003-17450320331.1.5e4e452ccFlwFf&id=595245299165&sku_properties=151248060:4491610911&scene=taobao_shop
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:11:58):  亲需要先激活的哦
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:12:00):  亲，麻烦您下载联通营业厅APP--左上角地区选择为：上海，并且不要登录或者注册--然后页面往下滑找到实名认证的入口--根据激活提示完成激活。
raulxujing(2019-07-19 11:12:08):  ok
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:12:13):  [图片]嗯呢
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:17:07):  亲激活后，插入车内的SIM卡卡槽，然后系统的移动数据打开打开就可以了
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:53:41):  亲，请问还有什么可以帮到您的吗？
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:59:35):  尊敬的客户，整日奔波挺辛苦，天热多喝水，爱惜身体加餐饭，后面有任何问题随时联系我们在线客服~~捷豹路虎祝您心情愉快，开启幸福每一天[表情]
raulxujing(2019-07-19 11:59:37):  

----------------------------xyl2678877----------------------------
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:57:48):  您好，这边已经帮您申请特殊办理一张  
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:57:52):  https://detail.tmall.com/item.htm?id=520717372031&spm=2014.21600715.0.0
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:58:13):  麻烦亲下单后通知我们一下哦，这边给您登记处理呢
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:58:30):  请您下单这个链接，您下单并付款成功后，系统匹配到您的订单后，把上传信息的短信链接发送到订单上预留的手机号码，请您付款前再次核对确认号码无误（您需要在收到短信后3天内完成信息上传）请您在收到的短信链接中，打开网址按照步骤操作，进入实名认证系统内上传车主信息，待联通处审核匹配成功后将会为您安排发卡。
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:58:33):  请您接收到网址链接后，使用订单中预留的手机号码登录，请您在登录实名系统内上传信息时注意以下几点：1.需用户本人提供二代身份证原件正反面彩色照片；2.免冠（露双耳）正对摄像头，拍振环境明亮，不能使用美图工具及化浓妆；3.五官清晰不可遮挡，头像完整不得有缺失；4.头部面积大于照片总面积1/3；5.证件完整不得有缺失，必须露四边四角；6.身份证原件拍摄无遮挡，证件所有信息清晰不模糊；7.照片真实有效，无涂改作假痕迹；8.照片支持JPG、GIF格式。
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:58:37):  亲，在收到发送的短信内有专属上传身份信息的链接，点击链接。自动进入上传信息界面，将“发票照片”、“身份证照片正反面”、“自拍免冠照”这4张照片上传至相应的框内（照片大小：手机2-3M，电脑是2M左右），点击“提交”完成。（速度较慢，耐心等待）
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:58:48):  请您下单后通知我们一下哈
xyl2678877(2019-07-19 11:58:50):  

----------------------------卖鱼的9418----------------------------
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:57:09):  亲 您的sim卡初次审核成功，已经提交给联通处匹配，匹配成功后由联通处安排发卡，如果3个工作日内亲没有收到发卡短信通知，亲可以联系我们，客服继续为您跟进进展哦
卖鱼的9418(2019-07-19 11:57:10):  

----------------------------tony1234556----------------------------
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:50:41):  抱歉让您久等了，，经查询核实到您515850562081077600订单上传的认证信息因  身份证反面未留边角 原因审核未通过，请您调整后重新上传，我们将尽快为您处理，如有疑问，可直接联系我们，感谢您的支持。
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:50:46):  [图片]
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:50:52):  这个是范例图片，亲可以参考一下哦
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:50:57):  [图片]
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:51:03):  麻烦亲照片四周留一点边角哈
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:51:16):  http://222.73.205.96/JLRWeb/PC/Index.aspx   亲，这个是联通卡上传信息的链接，麻烦亲重新上传后通知我一下哦
tony1234556(2019-07-19 11:54:17):  我登入了已经是配送中的状态了
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:54:17):  亲，您好，我是捷豹路虎官方旗舰店购车管家:15，很荣幸能够为您提供服务。目前我们全新一代路虎揽胜极光首发运动定制版正在预售中，如您有兴趣可以点击了解详情：https://detail.tmall.com/item.htm?spm=a1z10.1-b.w5003-17450320331.1.5e4e452ccFlwFf&id=595245299165&sku_properties=151248060:4491610911&scene=taobao_shop
tony1234556(2019-07-19 11:54:34):  [图片]
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:54:48):  稍等亲，我查看下哦
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:56:07):  您好，亲不用重新上传了哈，联通那边已经给您安排发卡了  单号：233627941420 顺丰，请您注意查收  
tony1234556(2019-07-19 11:56:29):  [emoji]谢谢
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:56:37):  不客气的亲
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:56:44):  尊敬的客户，整日奔波挺辛苦，天热多喝水，爱惜身体加餐饭，后面有任何问题随时联系我们在线客服~~捷豹路虎祝您心情愉快，开启幸福每一天[表情]
tony1234556(2019-07-19 11:56:45):  

----------------------------李耀耀耀耀庭----------------------------
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:42:54):  您好，亲的礼包已经重新安排发出： 259507090218  顺丰，请您注意查收哦，后续有问题也可联系我们，再次感谢您对捷豹路虎的支持，祝您生活愉快！
李耀耀耀耀庭(2019-07-19 11:42:56):  
李耀耀耀耀庭(2019-07-19 11:44:10):  好的，谢谢！
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:44:11):  亲，您好，我是捷豹路虎官方旗舰店购车管家:15，很荣幸能够为您提供服务。目前我们全新一代路虎揽胜极光首发运动定制版正在预售中，如您有兴趣可以点击了解详情：https://detail.tmall.com/item.htm?spm=a1z10.1-b.w5003-17450320331.1.5e4e452ccFlwFf&id=595245299165&sku_properties=151248060:4491610911&scene=taobao_shop
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:44:35):  不客气的亲
李耀耀耀耀庭(2019-07-19 11:44:53):  刚寄出吧
李耀耀耀耀庭(2019-07-19 11:45:00):  还查询不到
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:45:15):  是的，今天安排的，亲晚些在查询一下哦
李耀耀耀耀庭(2019-07-19 11:45:24):  好
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:45:30):  [图片]

----------------------------亨吉申----------------------------
亨吉申(2019-07-19 09:56:17):  在吗
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 09:56:17):  亲，您好，我是捷豹路虎官方旗舰店购车管家:15，很荣幸能够为您提供服务。目前我们全新一代路虎揽胜极光首发运动定制版正在预售中，如您有兴趣可以点击了解详情：https://detail.tmall.com/item.htm?spm=a1z10.1-b.w5003-17450320331.1.5e4e452ccFlwFf&id=595245299165&sku_properties=151248060:4491610911&scene=taobao_shop
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 09:56:31):  您好，请问有什么可以帮您的？
亨吉申(2019-07-19 09:56:38):  流量卡收到了激活怎么激活的
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 09:56:43):  亲，麻烦您下载联通营业厅APP--左上角地区选择为：上海，并且不要登录或者注册--然后页面往下滑找到实名认证的入口--根据激活提示完成激活。
亨吉申(2019-07-19 10:11:34):  [图片]
亨吉申(2019-07-19 10:11:45):  [图片]
亨吉申(2019-07-19 10:11:56):  [图片]
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 10:11:58):  [图片]
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 10:12:11):  亲页面往下滑，找到便民服务，实名认证
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 10:12:14):  从这个入口进入哦
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 10:20:57):  请问亲是否激活成功呢？
亨吉申(2019-07-19 10:22:30):  没找你到你说的实名认证
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 10:22:38):  页面一直往下拉
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 10:22:47):  找到便民服务，下面有一个实名认证
亨吉申(2019-07-19 10:22:49):  [图片]
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 10:22:58):  页面往下滑哦
亨吉申(2019-07-19 10:23:06):  [图片]
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 10:23:11):  [图片]
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 10:23:19):  一直往下拉，可以找到的呢
亨吉申(2019-07-19 10:26:35):  认证过等短信
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 10:26:57):  好的，这个是APP系统审核，一般很快的哈，激活成功会有短信通知到您
亨吉申(2019-07-19 10:27:13):  认证过了等短信
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 10:27:15):  然后您插入车内的SIM卡卡槽，系统的移动数据打开就可以了
亨吉申(2019-07-19 10:27:45):  其它就不设置了吗
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 10:28:11):  插入SIM卡卡槽后，访问NGI界面并选择屏幕右下角的设置按钮选择”所有设置”选择”功能”选择”连访问NGI界面并选择屏幕右下角的设置按钮选择”所有设置”选择”功能”选择”连接”打开”移动数据”选择”同意”(您的设备开始读取SIM卡；屏幕右上角的数据信号标识处于不可用状态)一旦您的SIM卡被成功读取，”移动设置”选项将会出现，同时数据信号标识变为可用状态选择”移动设置”选择”流量使用”选择”使用限制”，并将默认的100MB数据修改为1024MB 或者1GB <取决于您选取的数据单位>打开“使用限制”，此时您的数据计划即被激活
亨吉申(2019-07-19 10:31:14):  [图片]
亨吉申(2019-07-19 10:31:35):  [图片]
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 10:31:54):  是的
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 10:47:19):  亲，请问还有什么可以帮到您的吗？
亨吉申(2019-07-19 10:48:04):  这算成功了吗
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 10:48:27):  亲后上角显示信号标识就是已经成功了
亨吉申(2019-07-19 10:48:46):  嗯
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 10:48:58):  好的
亨吉申(2019-07-19 10:49:07):  [图片]
亨吉申(2019-07-19 10:49:12):  手机给车连接给这没关系吧
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 10:49:31):  亲的意思是手机链接车子的热点吗？
亨吉申(2019-07-19 10:49:41):  [图片]
亨吉申(2019-07-19 10:49:44):  这个
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 10:49:55):  APP和SIM卡没有关系的哦
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 10:50:03):  亲，这张卡是InControl系统的一个附属功能，它不影响InControl功能的正常使用。但是有了这张卡之后，可以实现以下功能1，车内热点共享2，导航实时路况更新3，浏览器上网功能
亨吉申(2019-07-19 10:50:18):  嗯嗯
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 10:50:24):  [图片]嗯呢
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:07:21):  亲，请问还有什么可以帮到您的吗？
亨吉申(2019-07-19 11:08:15):  没有了
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 11:08:42):  好的亲
